"id","leg","city","region","title","ideal_for","category","reach","cost","how_to_get_there","website","status","notes","updated"
"4-the-whispering-telephone-voltone-del-podesta","4","Bologna","Emilia-Romagna","The whispering telephone (Voltone del Podesta)","keir · grey","weird","day","free","Day-trip — 37-min train from Florence, then walk to Piazza Maggiore","https://www.bolognawelcome.com/en/blog/seven-secrets-bologna","","",""
"4-tuscan-farm-cook-day","4","Florence","Tuscany","Tuscan farm / cook day","grey · all","food","day","","Day out in the countryside from Florence","","","",""
"4-volterra-carve-alabaster","4","Volterra","Tuscany","Volterra — carve alabaster","jude","craft","day","Workshop varies","Day-trip — train + bus ~2h; long","","","",""
"4-elba-rio-marina-mining-park-minerals","4","Elba","Tuscany","Elba — Rio Marina mining park & minerals","jude","rock","far","~€10–20pp","Far — train to Piombino + ferry; an overnight, not a day-trip","","","",""
"5-orvieto-the-double-helix-well-caves","5","Orvieto","Umbria","Orvieto — the double-helix well + caves","all","detour","way","Well ~€6pp · caves ~€6pp","On the Florence→Rome train day — well is at the funicular top; station bag storage","","","",""
"5-aperitivo-in-trastevere-testaccio-food","5","Rome","Lazio","Aperitivo in Trastevere + Testaccio food","all","food","base","","In Rome — Metro B to Piramide (Testaccio) / tram 8 Trastevere","https://www.mercatotestaccio.it/","","",""
"5-basilica-di-san-clemente-3-layers-down","5","Rome","Lazio","Basilica di San Clemente — 3 layers down","all","underground","base","~€10pp","In Rome — near the Colosseum","","","",""
"5-bocca-della-verita","5","Rome","Lazio","Bocca della Verita","grey · keir","weird","base","small donation","In Rome — Metro B to Circo Massimo, walk","https://www.turismoroma.it/en/places/mouth-truth","","",""
"5-borghese-gallery","5","Rome","Lazio","Borghese Gallery","rhys · jude","art","base","","In Rome — Metro A to Spagna, walk through Villa Borghese","https://galleriaborghese.beniculturali.it/en/","","",""
"5-capuchin-crypt-the-bone-chapel","5","Rome","Lazio","Capuchin Crypt — the bone chapel","all · rhys · jude · grey","weird","base","~€8.50pp","In Rome — Via Veneto, Metro A Barberini","https://www.cappucciniviaveneto.it/en/","","",""
"5-castel-sant-angelo","5","Rome","Lazio","Castel Sant'Angelo","all","castle","base","~€16pp · under-18 free","In Rome — walkable from the Vatican","https://castelsantangelo.cultura.gov.it/","","",""
"5-catacombs-appian-way","5","Rome","Lazio","Catacombs + Appian Way","all","underground","base","","In Rome — bus 118 to San Callisto","https://www.catacombe.roma.it/en/","","",""
"5-centrale-montemartini","5","Rome","Lazio","Centrale Montemartini","jude","machines","base","~€10pp","In Rome — Metro B Garbatella","https://www.centralemontemartini.org/en","","",""
"5-colosseum-underground","5","Rome","Lazio","Colosseum Underground","all","secret","base","~€24pp (special ticket)","In Rome — Metro B Colosseo; book the special access","","","",""
"5-evening-centro-walk-pantheon-trevi-navona","5","Rome","Lazio","Evening centro walk — Pantheon, Trevi, Navona","all","sight","base","free","In Rome — Metro A to Spagna/Barberini, walk","","","",""
"5-explora-children-s-museum-villa-borghese","5","Rome","Lazio","Explora Children's Museum + Villa Borghese","grey · keir","sight","base","","In Rome — Metro A to Flaminio, walk","https://www.mdbr.it/","","",""
"5-galleria-doria-pamphilj","5","Rome","Lazio","Galleria Doria Pamphilj","all","art","base","","In Rome — Via del Corso, central, walk from Metro A","https://www.doriapamphilj.it/roma/en/","","",""
"5-garbatella-neighborhood","5","Rome","Lazio","Garbatella neighborhood","all","architecture","base","","In Rome — Metro B to Garbatella","","","",""
"5-gladiator-school-scuola-gladiatori","5","Rome","Lazio","Gladiator school — Scuola Gladiatori","keir · all","thrill","base","~€130 for a couple hrs (group)","In Rome — Via Appia Antica (bus 118)","https://www.gruppostoricoromano.it/?lang=en","","",""
"5-museo-delle-anime-del-purgatorio","5","Rome","Lazio","Museo delle Anime del Purgatorio","jude","weird","base","free","In Rome — Lungotevere Prati, near Metro A Lepanto","https://www.turismoroma.it/en/places/museo-delle-anime-del-purgatorio","","",""
"5-museum-of-the-holy-souls-in-purgatory","5","Rome","Lazio","Museum of the Holy Souls in Purgatory","rhys","weird","base","Free","In Rome — by Castel Sant'Angelo","","","",""
"5-palazzo-spada-the-forced-perspective-trick","5","Rome","Lazio","Palazzo Spada — the forced-perspective trick","all","maze","base","~€5pp","In Rome — Campo de' Fiori area","","","",""
"5-pizza-gelato-class-for-kids","5","Rome","Lazio","Pizza + gelato class for kids","grey · all","food","base","family quote","In Rome — near Piazza Navona","https://www.inromecooking.com/tour/kids-and-family-classes/pizza-making-and-gelato-class-for-kids/","","",""
"5-pyramid-of-cestius-and-non-catholic-cemetery","5","Rome","Lazio","Pyramid of Cestius and Non-Catholic Cemetery","rhys","sight","base","cemetery donation","In Rome — Metro B to Piramide","https://www.cemeteryrome.it/","","",""
"5-quartiere-coppede","5","Rome","Lazio","Quartiere Coppede","all","architecture","base","free","In Rome — tram 3/19 to the Trieste district","https://www.turismoroma.it/en","","",""
"5-quartiere-coppede","5","Rome","Lazio","Quartiere Coppedè","all","architecture","base","Free","In Rome — tram/bus to Piazza Buenos Aires","","","",""
"5-roman-forum-family-treasure-hunt","5","Rome","Lazio","Roman Forum family treasure hunt","grey · all","hunt","base","tour + entry","In Rome — the Forum","https://www.coopculture.it/en/","","",""
"5-san-clemente-s-buried-city","5","Rome","Lazio","San Clemente's buried city","all","underground","base","~€10","In Rome — Metro B to Colosseo, short walk","http://basilicasanclemente.com/","","",""
"5-the-aventine-keyhole","5","Rome","Lazio","The Aventine Keyhole","keir","secret","base","free","In Rome — Metro B to Circo Massimo, walk up the Aventine","https://www.turismoroma.it/en","","",""
"5-the-catacombs","5","Rome","Lazio","The Catacombs","all","underground","base","~€10pp","In Rome — Via Appia (bus 118) or S. Agnese","","","",""
"5-torre-argentina-cat-sanctuary","5","Rome","Lazio","Torre Argentina cat sanctuary","keir","animals","base","free","In Rome — tram 8 / bus to Largo Argentina","https://www.gattidiroma.net/web/en/","","",""
"5-vatican-museums-sistine-chapel-st-peter-s","5","Rome","Lazio","Vatican Museums + Sistine Chapel + St Peter's","all","art","base","","In Rome — Metro A to Ottaviano","https://tickets.museivaticani.va/","","",""
"5-bomarzo-the-park-of-the-monsters","5","Bomarzo","Lazio","Bomarzo — the Park of the Monsters","all","architecture","day","~€13pp","Day-trip — train to Orte/Viterbo + bus; ~1h30","","","",""
"5-calcata","5","Calcata","Lazio","Calcata","all","weird","day","","Bus from Rome (Saxa Rubra) toward Calcata","","","",""
"5-civita-di-bagnoregio-the-dying-city","5","Bagnoregio","Lazio","Civita di Bagnoregio — the 'dying city'","all","architecture","day","~€5pp footbridge","Day-trip — train to Orvieto + bus","","","",""
"5-falconer-for-a-day-la-selvotta","5","Formello","Lazio","Falconer for a Day — La Selvotta","keir","animals","day","~€60–90pp","Day-trip — needs a taxi/transfer (~20km NW)","","","",""
"5-tarot-garden-giardino-dei-tarocchi","5","Capalbio","Tuscany","Tarot Garden (Giardino dei Tarocchi)","all","art","day","","Train to Capalbio Scalo, then short taxi/walk","","","",""
"5-frasassi-caves-the-ancona-abyss","5","Genga","Marche","Frasassi Caves — the Ancona Abyss","jude","caves","far","~€18pp","Far — train to Genga ~3h+; better on its own trip","","","",""
"5-pitigliano-the-vie-cave","5","Pitigliano","Tuscany","Pitigliano + the Vie Cave","jude","rock","far","Free (town)","Far — train + bus ~2h30; better as its own outing","","","",""
"6-borges-labyrinth-san-giorgio-maggiore","6","San Giorgio","Veneto","Borges Labyrinth — San Giorgio Maggiore","all","maze","base","~€10pp","In Venice — vaporetto to San Giorgio; book ahead","","","",""
"6-cannaregio-and-the-jewish-ghetto","6","Venice / Lido","Veneto","Cannaregio and the Jewish Ghetto","all","sight","base","","Vaporetto to Cannaregio","https://www.veneziaunica.it/en","","",""
"6-carnival-mask-making-workshop","6","Venice","Veneto","Carnival mask-making workshop","grey · all","craft","base","~€40pp","In Venice — central studios","https://www.camacana.com/en-UK/find-your-course.php","","",""
"6-climb-the-campanile-clock-tower","6","Venice / Lido","Veneto","Climb the Campanile + clock tower","all","architecture","base","","Vaporetto to San Marco","https://torreorologio.visitmuve.it/en/","","",""
"6-doge-s-palace-secret-itineraries","6","Venice","Veneto","Doge's Palace — Secret Itineraries","all · keir","secret","base","~€32pp tour","In Venice — vaporetto to San Marco; book the tour","https://palazzoducale.visitmuve.it/en/","","",""
"6-get-lost-on-purpose","6","Venice / Lido","Veneto","Get lost on purpose","all","maze","base","","On foot from any vaporetto stop","https://www.italiakids.com","","",""
"6-grand-canal-by-vaporetto-line-1","6","Venice / Lido","Veneto","Grand Canal by vaporetto (Line 1)","all","transport","base","transit pass","Vaporetto Line 1","","","",""
"6-hidden-city-treasure-hunt","6","Venice","Veneto","Hidden-city treasure hunt","all","hunt","base","~€25pp","In Venice — self-guided from a start point","","","",""
"6-homo-faber-if-dates-align","6","Venice / Lido","Veneto","Homo Faber (if dates align)","all","craft","base","","Vaporetto to San Giorgio Maggiore","https://www.homofaber.com/en","","",""
"6-kayak-the-lagoon-hidden-canals","6","Venice","Veneto","Kayak the lagoon & hidden canals","rhys","thrill","base","~€60pp","In Venice — operator meeting point","","","",""
"6-learn-to-row-venetian-style","6","Venice","Veneto","Learn to row Venetian-style","rhys","water","base","~€40–80pp","In Venice — operator meeting point","","","",""
"6-libreria-acqua-alta","6","Venice / Lido","Veneto","Libreria Acqua Alta","all","weird","base","free","Vaporetto + walk to Castello","https://www.comune.venezia.it/","","",""
"6-lido-beach-vaporetto-rides","6","Lido","Veneto","Lido beach + vaporetto rides","keir · all","water","base","Vaporetto pass","In Venice — you're based on the Lido","","","",""
"6-murano-watch-glassblowing-make-a-bead","6","Murano","Veneto","Murano — watch glassblowing, make a bead","keir · all","craft","base","~€30–60pp","In Venice — vaporetto to Murano; bead class age 10+ (email re Keir)","","","",""
"6-natural-history-museum","6","Venice / Lido","Veneto","Natural History Museum","keir","animals","base","","Vaporetto to San Stae","https://msn.visitmuve.it/en/","","",""
"6-peggy-guggenheim-accademia","6","Venice / Lido","Veneto","Peggy Guggenheim / Accademia","rhys · jude","art","base","","Vaporetto to Dorsoduro/Accademia","https://www.guggenheim-venice.it/en/","","",""
"6-rialto-market-cicchetti-crawl","6","Venice / Lido","Veneto","Rialto market + cicchetti crawl","all","market","base","","Vaporetto to Rialto (San Polo/Dorsoduro)","","","",""
"6-scala-contarini-del-bovolo","6","Venice","Veneto","Scala Contarini del Bovolo","all","architecture","base","~€8pp","In Venice — near San Marco, walkable","https://www.gioiellinascostidivenezia.it/en/scala-contarini-del-bovolo/","","",""
"6-scuola-grande-di-san-rocco","6","Venice / Lido","Veneto","Scuola Grande di San Rocco","all","art","base","","Vaporetto + walk (San Polo)","https://www.scuolagrandesanrocco.org/en/","","",""
"6-squero-di-san-trovaso","6","Venice / Lido","Veneto","Squero di San Trovaso","keir · jude","craft","base","free","Vaporetto to Zattere (Dorsoduro)","","","",""
"6-st-mark-s-basilica-golden-mosaics","6","Venice / Lido","Veneto","St Mark's Basilica + golden mosaics","all","church","base","","Vaporetto to San Marco","https://www.basilicasanmarco.it/?lang=en","","",""
"6-the-traghetto-crossing","6","Venice / Lido","Veneto","The traghetto crossing","keir · rhys","transport","base","~€2","Traghetto at one of 7 crossing points","https://www.veneziaunica.it/en","","",""
"6-the-venetian-arsenal","6","Venice","Veneto","The Venetian Arsenal","all","whoa","base","Varies (grounds/museum)","In Venice — Castello district, walkable","","","",""
"6-venetian-cicchetti-cooking-class","6","Venice","Veneto","Venetian cicchetti cooking class","grey","food","base","~€131 / €66 kids","In Venice — Dorsoduro (Cesarine host home)","https://cesarine.com/en","","",""
"6-burano-torcello-islands","6","Burano","Veneto","Burano + Torcello islands","all","water","day","","Vaporetto north to Burano/Torcello","","","",""
"6-burano-s-crooked-campanile-and-lace-museum","6","Burano","Veneto","Burano's crooked campanile and Lace Museum","grey","craft","day","","Vaporetto 12 to Burano","https://museomerletto.visitmuve.it/en/home/","","",""
"6-canalside-anniversary-dinner-venice","6","Venice","Veneto","Canalside anniversary dinner, Venice","all","dining","day","","Vaporetto from the Lido into Venice.","","","",""
"6-grotte-di-oliero-by-boat","6","Valstagna","Veneto","Grotte di Oliero — by boat","jude","caves","day","~€10pp","Day-trip — train + bus ~1h30","","","",""
"6-museo-del-precinema-magic-lanterns","6","Padua","Veneto","Museo del Precinema — magic lanterns","all","weird","day","~€10pp","Day-trip — 30-min train to Padua","","","",""
"6-museo-nicolis-cars-machines","6","Verona","Veneto","Museo Nicolis — cars & machines","jude","machines","day","~€12pp","Day-trip — train to Verona + local","","","",""
"6-padua-day-trip","6","Padua","Veneto","Padua day-trip","all","art","day","","Train to Padova","https://www.turismopadova.it/en/","","",""
"6-san-michele-the-cemetery-island","6","Venice / Lido","Veneto","San Michele — the cemetery island","rhys · jude","secret","day","free","Vaporetto 4.1/4.2 from Fondamente Nove","","","",""
"6-san-pelagio-minotaur-mirror-mazes","6","Padua","Veneto","San Pelagio — Minotaur & mirror mazes","all","maze","day","~€12pp","Day-trip — train to Padua + local","","","",""
"6-the-plague-islands-by-boat","6","Venice / Lido","Veneto","The plague islands by boat","rhys · jude","underground","day","","Private boat tour from Venice","https://www.getyourguide.com/venice-l35/poveglia-island-exploration-tour-from-venice-t1196393/","","",""
"6-torcello-s-devil-s-bridge-and-attila-s-throne","6","Torcello","Veneto","Torcello's Devil's Bridge and Attila's throne","keir","weird","day","","Vaporetto 12 + 9 via Burano","","","",""
"6-villa-pisani-labyrinth-stra","6","Stra","Veneto","Villa Pisani labyrinth — Stra","all","maze","day","~€10pp","Day-trip — train/bus toward Padua, ~45 min","","","",""
"6-grotta-gigante-the-giant-cavern","6","Trieste","Friuli","Grotta Gigante — the giant cavern","jude","caves","far","~€13pp","Far — train to Trieste ~2h + bus; better as its own trip","","","",""
"7-a-family-hike-a-rifugio-lunch","7","Dolomites","Trentino–Alto Adige","A family hike + a rifugio lunch","grey · keir · all","food","base","","Gentle trails off any lift","https://www.suedtirol.info/en","","",""
"7-a-gourmet-ladin-dinner","7","Ortisei","Trentino–Alto Adige","A gourmet Ladin dinner","grey","dining","base","","Val Gardena mountain hotel","https://www.valgardena.it/en/culinary-delights/","","",""
"7-alpe-di-siusi-europe-s-biggest-meadow","7","Alpe di Siusi","Trentino–Alto Adige","Alpe di Siusi — Europe's biggest meadow","all","mountain","base","~€25–30pp return","Gondola from Ortisei (car road closed 9–5)","https://www.seiseralm.it/en/","","",""
"7-cable-cars-plural","7","Dolomites","Trentino–Alto Adige","Cable cars, plural","keir · grey · all","transport","base","","Various gondolas from Ortisei and Bolzano","https://www.valgardena.it/en/mountain-lifts/","","",""
"7-col-raiser-puez-odle-walks","7","Santa Cristina","Trentino–Alto Adige","Col Raiser + Puez-Odle walks","all","mountain","base","~€25pp return","Gondola from Santa Cristina — ~10 min drive","","","",""
"7-gostner-schwaige-alpine-dairy-hut","7","Alpe di Siusi","Trentino–Alto Adige","Gostner Schwaige — alpine dairy hut","all","food","base","~€20–30pp lunch","Gondola to Compatsch + hut bus/walk (drive by car after 5pm)","","","",""
"7-hike-cheese-workshop","7","Alpe di Siusi","Trentino–Alto Adige","Hike & Cheese Workshop","grey","food","base","~€600–900 (private day)","Guided — private transfer + cable car included","","","",""
"7-museum-gherde-ina-ortisei","7","Ortisei","Trentino–Alto Adige","Museum Gherdëina — Ortisei","jude","rock","base","~€6pp","In Ortisei — walkable","","","",""
"7-sassolungo-the-coffin-lift","7","Passo Sella","Trentino–Alto Adige","Sassolungo — the 'coffin lift'","rhys","thrill","base","~€20pp return","Drive ~25–30 min to Passo Sella","","","",""
"7-seceda-the-knife-edge-ridge","7","Val Gardena","Trentino–Alto Adige","Seceda — the knife-edge ridge","all","mountain","base","~€44pp return","Gondola from Ortisei — on your doorstep","https://www.seceda.it/en/summer","","",""
"7-toboggan-runs-playgrounds","7","Ortisei","Trentino–Alto Adige","Toboggan runs + playgrounds","keir · grey","thrill","base","","Around Val Gardena","https://www.valgardena.it/en/family-holidays/","","",""
"7-val-gardena-villages-ladin-woodcarving","7","Ortisei","Trentino–Alto Adige","Val Gardena villages + Ladin woodcarving","all","craft","base","","Base valley — Ortisei, Santa Cristina, Selva","https://www.valgardena.it/en/","","",""
"7-watch-a-woodcarver-work","7","Ortisei","Trentino–Alto Adige","Watch a woodcarver work","keir · grey · all","craft","base","","Museum Gherdeina / workshops, Ortisei","https://www.museumgherdeina.it/en/","","",""
"7-wine-on-a-sunny-hut-terrace","7","Dolomites","Trentino–Alto Adige","Wine on a sunny hut terrace","all","dining","base","","Any rifugio terrace off a lift","https://www.suedtirol.info/en/experience/wine","","",""
"7-bletterbach-the-fossil-canyon","7","Aldino","Trentino–Alto Adige","Bletterbach — the fossil canyon","jude","rock","day","~€8–10pp","Drive ~1h–1h15 (great use of the car)","https://www.bletterbach.info/en/","","",""
"7-castel-roncolo-schloss-runkelstein","7","Bolzano","Trentino–Alto Adige","Castel Roncolo / Schloss Runkelstein","keir · rhys · grey · all","castle","day","","Drive — just outside Bolzano","https://www.runkelstein.info/en/","","",""
"7-cinque-torri-open-air-war-museum","7","Cortina","Trentino–Alto Adige","Cinque Torri open-air war museum","rhys · jude","underground","day","free","Drive ~1h15 toward Cortina + short chairlift from Bai de Dones","https://5torri.it/EN/p24-The-World-War-1-museum","","",""
"7-earth-pyramids-of-ritten","7","Bolzano","Trentino–Alto Adige","Earth Pyramids of Ritten","jude","rock","day","trails free","Renon cable car from Bolzano + narrow-gauge Renon railway","https://www.ritten.com/en/","","",""
"7-get-buried-in-a-hay-bath","7","Vols","Trentino–Alto Adige","Get buried in a hay bath","keir","weird","day","","Drive ~25 min to Vols (Heubad hotel spa)","","","",""
"7-lagazuoi-wwi-tunnels-in-the-mountain","7","Lagazuoi","Trentino–Alto Adige","Lagazuoi — WWI tunnels in the mountain","rhys · jude","thrill","day","Cable car ~€20pp","Drive ~1h to Passo Falzarego + cable car","https://www.lagazuoi.it/en/","","",""
"7-lago-di-braies","7","Braies","Trentino–Alto Adige","Lago di Braies","all","water","day","","Drive to Braies (Prags)","https://www.prags.bz/en/","","",""
"7-lago-di-carezza","7","Dolomites","Trentino–Alto Adige","Lago di Carezza","all","water","day","","Drive — roadside stop beneath the Latemar","","","",""
"7-messner-mountain-museum-firmian","7","Bolzano","Trentino–Alto Adige","Messner Mountain Museum Firmian","keir","maze","day","","Drive ~40 min to Bolzano","https://www.messner-mountain-museum.it/en/firmian/museum/","","",""
"7-museum-ladin-ciastel-de-tor","7","Val Badia","Trentino–Alto Adige","Museum Ladin Ciastel de Tor","keir · jude","castle","day","","Drive ~35 min to Val Badia","https://museumladin.it/en/ciastel-de-tor/","","",""
"7-otzi-the-iceman","7","Bolzano","Trentino–Alto Adige","Otzi the Iceman","jude · all","underground","day","","Drive to South Tyrol Museum of Archaeology, Bolzano","https://www.iceman.it/en/","","",""
"7-ridnaun-mine-world-the-show-tunnel","7","Ratschings","Trentino–Alto Adige","Ridnaun mine world + the show tunnel","jude","underground","day","","Drive ~1h to Ratschings","","","",""
"7-roter-hahn-farm-bread-strudel-baking","7","Kastelruth","Trentino–Alto Adige","Roter Hahn farm — bread & strudel baking","grey","food","day","~€30–60pp","Drive ~15–25 min; email a farm ahead","","","",""
"7-the-great-scenic-drives","7","Dolomites","Trentino–Alto Adige","The great scenic drives","jude · all","transport","day","","Drive — Gardena and Sella passes, Sellaronda, Passo Pordoi","https://www.valgardena.it/en/experience-nature/mountain-passes/","","",""
"7-to-rggelen-the-autumn-farm-dinner","7","Eisacktal","Trentino–Alto Adige","Törggelen — the autumn farm dinner","all","food","day","~€25–35pp","Drive ~30–50 min to the Eisacktal","","","",""
"7-torggelen-at-a-mountain-farm","7","Bolzano","Trentino–Alto Adige","Torggelen at a mountain farm","grey · all","food","day","","Drive to farms around Bolzano/Isarco (Red Rooster network)","https://www.roterhahn.it/en/","","",""
"7-trauttmansdorff-gardens-touriseum","7","Merano","Trentino–Alto Adige","Trauttmansdorff Gardens + Touriseum","grey · keir","nature","day","","Drive ~1h to Merano","https://www.trauttmansdorff.it/en/","","",""
"7-val-di-fassa-predazzo-geology-trails","7","Predazzo","Trentino–Alto Adige","Val di Fassa / Predazzo — geology trails","jude","rock","day","~€8pp museum","Drive ~45 min","","","",""
"7-via-ferrata-averau-gran-cir","7","Passo Gardena","Trentino–Alto Adige","Via ferrata — Averau / Gran Cir","rhys","thrill","day","~€300–450 guided","Drive + guided; weather-dependent mid-Oct","","","",""
"7-the-drowned-village-of-reschensee","7","Dolomites","Trentino–Alto Adige","The drowned village of Reschensee","all","weird","far","","Drive ~2h each way to the Vinschgau","https://www.suedtirol.info/en/en/regions/villages/reschenpass---passo-resia","","",""
